,posts,sentiment
151,Can we have a new poll to talk about:How you feel about PAP for handling the COVID crisis. I want to see how many IB dogs are there still.So this is the gold standard for containment of the virus? One day 287 cases?,0.21212121212121213
152,i think the rest of us should just move into the dorms and let them isolate in our homes. tampines should have enough space.,0.0
153,Your laubu ask you to look for a job or she has sell her CB to bangla on your birthday ..hopeless,0.0
154,"Umm, you may still not choose to go to a clinic - because if it ain't COVID you paid $70+ for the consultation and meds when you could have just 'weathered it' instead. It's a general tendency to avoid medical care unless absolutely necessary when you're marginalized.",0.016666666666666673
155,"Definitely have, and Lawrence Wong mentioned  they are going around randomly testing Singaporean in the community to see how statistically significant the hidden casss are",-0.07291666666666666
156,122 unlinked sia,0.0
157,"Err students are students la. They arent adults so I think they fall under a diff cat. 

As for the renter thing: your analigy is entirely different. The dorm workers don't have to pay for when things break down. Cleaning of toilets and trash collection is outsourced. What I'm saying is the occupant still has some duty of care for their own living environment. 

For example, if I'm a landlord and you're staying at my flat and the toilet breaks, fair enough I pay to fix it. But if you trash the place and dont clean the bedroom and flat, food everywhere resulting in pests, I fail to see how that is the landlord's fault?",0.09277777777777778
158,so many ,0.5
159,[removed],0.0
160,"And what if the government stops their citizens from coming to SG to work in construction or cleaning after the mis-treatment?Bro their gahmen need the forex. If not ceca, then others will do. Taking care of them is not a priority. If we cant handle, then let go early. We screwed up 1 month back. The next 2 months will break us. When our drs and Nurses start dying then we see again.",0.03333333333333333
161,Why so many long term pass holders kena? These are ktv gers sibo? Still having hanky panky with customers?,0.225
162,"no, we were slow in stopping people from traveling. all those stubborn people who still went overseas during march holidays brought a fresh wave of disease back.",-1.850371707708594e-17
163,Can go swimming?Sent from My Butthole using GAGT,0.0
164,55 community cases.This number is not dropping at all and we are 2 weeks into CB...,0.0
165,How much we sponsoring their lifestyle while they scrooge on the dorm workers?,0.2
166,"The dormitory clusters are the most unfortunate, I imagine thats how it could spread in SAF bunks too if they aren't carefully and not properly enforced. Hopefully once this area is addressed things will abate abit cause the other sch clusters seem to have eased off(fingers crossed) abit.",-0.045
167,"My view is that Shanmugam is only pointing out how EVERYONE can learn to be more sensitive in dealing with this type of situationlet me just point out to remind everyone what Jesus said - that the one who is without sin is the one who should cast the first stone. Whoever is racist, let God serve them what they deserve. We should not judge those who are in wrong else we should label ourselves as hypocrites!",0.045
168,"As long affect G image, all is wrong. G say singaporean fault no problem. This wanbao really dunno how to please.",-0.11666666666666668
169,This time is MOM sabo one. Should sack all the officers in charge of monitoring Bangla accommodation and minister Josephine Teo. All of them dunno sleep for how long liao. Only care about bonus,-0.025
170,"This. I have much more respect for people and organizations who own up to their mistakes, and absolutely no respect at all for those who will never admit to their mistakes. Everyone makes mistakes and no one or organization is perfect.",0.5
171,"Johor hopes Singapore provides free swab tests to their citizens before returning them safely to their land.  We help them quarantine and screen their citizens FOC. And if they found with Wuhan virus, we also provide free treatment.  Msia only want to take back those jhks certified free from Wuhan virus.  The sick ones all throw to us. ",0.14081632653061227
172,This 2 old men must be beri Sian . Wan retire liao still must must come out clean B-side for siao mei,0.0888888888888889
173,"/r/UnpopularOpinion
/r/UnpopularFact

Singapore’s Daily Infection Case Count [**DICC**] will continue to break new record till all 3XX,XXX FWs [source: -and-publications/foreign-workforce-numbers] in **all** 43 licenced FDWs are screened & swabbed, followed by isolation & quarantine of infected FWs who reside in these FWDs. 

-and-permits/work-permit-for-foreign-worker/housing/foreign-worker-dormitories

Then there are hordes of FWs housed in non-FWD residences such as Geylang, Jurong, Boon Lay & Woodlands, etc. For eg PRC FWs living in shophouses in Geylang, Bangladeshi FWs living in Little India plus those tenants & landlords who erect illegal partitions in low-end residential units in Balestier/Jalan Besar area, to cream low renta from more FWs sleeping in cramped & crowded spaces.",-0.007305194805194807
174,it will drop for the top few dorms with high numbers of infected people. Now is a matter of how and when are they going to release the figures for those not tested. -12677140If liddat the numbers sure drop mah..Cuz they not testing them but they are still confirm caseSent from Samsung SM-N975F using GAGT,0.24
175,"Could be. Bo Dai Bo Chee make the national anthem sound rike that, really 招天谴 only, LOL.Very bad omen, now really preparing for more funerals riaoz.Yeah sibeh suay all the jiak liao bee and jiak pah boh daiji people.Luckily the cny rat in Chinatown doesn't looks weird. Else like last time weird dog cartoon. People will feel the same suayness.",-0.039999999999999966
176,"Looking at the case confirmation dates, it should be mustafa first then tengah lodge then to glory. the earliest confirmed case was on 25/3.The data from MOH actually provided that? so project glory actually has workers from different domitories working there?",0.13
177,Sauces plszzz,0.0
178,Systematically; not a one off cause of a reaction to something unpleasant that happened the previous year.,-0.40833333333333327
179,"Not much good news these days, gonna take all you can get.",-0.35
180,cb.... legit getting from bad to worse. hope we can flatten the curve 2-4 weeks from now.,-0.5499999999999999
181,finally got new cluster today.,0.06818181818181818
182,This second wave seems to be very contagious nah it's just playing with dice....1 bangla hit and the crowded condition will triple the infection.OYK was also playing dice also - he was lucky,0.17777777777777778
183,Let u guys know early so that u guys can be safe n stay away from crowd,0.3
184,Foreign worker dorms have been in terrible condition for years. But the govt didn't care and only cared about the money rolling in.noes bodys dieds means ish habitables ,-0.375
185,I really like this guy,0.2
186,Anyone got the annex? I cant find,0.0
187,ok la 800+ cases is quite good recently. If only it's really only 800 a day... how times have changed,0.3
188,"Yes. till 17th. Actually it's pretty easy for me cos i worked out a workflow to transfer the raw data to excel.so you not keying in manually? sort of automated is it? But really nice info. But if really takes too much effort or time, then don't do it.",0.2420940170940171
189,"Its not councidence, they knew about it last week alr, thats why they call for CB, if not they will never call for it.Most cases has prior intel before releasing one. They lnow the probability is there alr so before confirm they do smth so cotizen wont jjww so much.Yup and if you think about it 287 in 1 day is not yet enough to warrant all those actions So... You know la. Ggwp.",0.0
190,You have short term memory.1) These workers are not PMETS. Get the facts right. We are talking about the cheap foreign workers.2) You ask the Philippines or Indonesia. They did stop their citizens from going to certain countries to work as maids.Thats where the Myanmese started exporting their ladies as maids. Still worked out. All u need is $ no scared no one wanna come. Pay attractive u want Greek ladies also can.,0.22500000000000003
191,"15-20% can deteriorate at any time requiring a ventilator. You do the maths Still not Code Red ah, or still consider limited transmission.ok lah. we got 1000 beds that cater for such illness. so still got capacity. those lightly ill ones will be house somewhere else.",-0.14285714285714285
192,"yes, you mentioned. this schroeder is just a bootlicker,  now failedThat's not all. Very early on,  when we had only a few cases they said that it is okay for home  quarantine to be at dormitories or in rented rooms with their  roommates as it is safe,  no / low risk,  I already disagreed with that.  That was probably in Feb.",0.155
193,"this will be a collectible item that we should pass it down from generation to generation to remind them how the PAP f**k this up......but they will say its WHO say one, not they say one ",-0.3277777777777778
194,"SINGAPORE: Singapore confirmed 1,037 new COVID-19 cases as of noon on Thursday (Apr 23), taking the national total to 11,178. This is the fourth day in a row that Singapore has reported a daily increase of more than 1,000 cases. The vast majority of the new cases are work permit holders residing in foreign worker dormitories, the Ministry of Health (MOH) said in its preliminary release of figures.Twenty-one of the new cases are Singaporeans or permanent residents. ""We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight,"" the ministry added.",0.10764462809917355
195,"Option 1Load them up on Princess cruise ship. Sail to international waters near Horsburgh Lighthouse. Ship crew bail out and transfer to RSN ship. Get their country to self collect. Problem solved. Numbers exported out. Need to be creative. Bangalore Princess 20k. SG still maintain at 1k+. Gold standard maintained. Option 2  if their country refused self collection.Load them up on Princess cruise ship. Sail to international waters near Horsburgh Lighthouse. Ship crew bail out and transfer to RSN ship. Ship exploded and sunk due to ""engine room fire"". Problem solved. Numbers exported out. Need to be creative. Bangalore Princess no more. PM write poem. SG still maintain at 1k+. Gold standard maintained.Option 3: Whichever option 1 or 2 chosen, include Texas5ice as part of the crew.Hello these workers are WP holders. Not S or E pass holders. So don't be so mean.",0.046590909090909086
196,jialat sia 3 digits,0.0
197,"I196 rooms how many people can u put.Got 200k lehsay 2 beds per room.so around 400 pax, maybe more if have those extra pullout beds under the fixed beds.",0.275
198,Really? Ministers were repeatedly saying not to let our guard down and it was only the beginning. I think citizens were the ones who got complacent,0.014814814814814808
199,Just tong another 2weeks more can go back already lah.That day saw a video Ah Neh interview during quarantine says 2 years never go back . always crying.Sent from Amazon KFDOWI using GAGT,0.16666666666666666
200,They know sam tan confirm win election. The previous oppo was han huihuiyesh he confirm win de lol,0.5583333333333333
201,"Fw is a cash cow for the govt due to their levy. Range from 250 to 1000 per mth. Let say we have a million fw in Singapore, every month easily over 100 million levySent from Xiaomi MI 8 PRO using GAGT",0.05833333333333335
202,"xdd got ask her for farmer friend contact?Now need to source from hawker's friend , the one selling fried oysters.",0.0
203,"are you referring to south asian workers? they always buy indian food and they ask for more rice.. indians especially those from rural backgrounds take alot more rice than the average person, probably due to the labor intensive tasks they have to do like working on the fields or in this case, long hours of construction",0.08437499999999999
204,Photo ops jsm,0.0
205,Quite a few of the unlinked cases today and previous days have been Bangladeshi and Indian work pass or long term pass holders. Some from previous days got linked to worker dorms or construction sites today. The community spread amongst these workers is obviously rampant. SG didn't do a good enough job of protecting them.,0.016666666666666656
206,"Option 1Load them up on Princess cruise ship. Sail to international waters near Horsburgh Lighthouse. Ship crew bail out and transfer to RSN ship. Get their country to self collect. Problem solved. Numbers exported out. Need to be creative. Bangalore Princess 20k. SG still maintain at 1k+. Gold standard maintained. Option 2  if their country refused self collection.Load them up on Princess cruise ship. Sail to international waters near Horsburgh Lighthouse. Ship crew bail out and transfer to RSN ship. Ship exploded and sunk due to ""engine room fire"". Problem solved. Numbers exported out. Need to be creative. Bangalore Princess no more. PM write poem. SG still maintain at 1k+. Gold standard maintained.",0.08249999999999999
207,Fark up pap,0.0
208,See Jo Teo stand so far behind. Can see that she is really scare It's cslled safety distance,-0.03333333333333335
209,"It's more of a ""Sigh, CB will continue next month and probably the next also.""

I really do miss the sun...",0.175
210,Why edmwer always do the brain work but dont get multimillion dollar salary..,0.0
211,"Hope this is the result of proactive, aggressive testing by the government. Will have some respect for them if they are doing this, sifting out the asymptomatic ones as well. If not, the entire foreign dormitories GG liao.If they do that sure will say one. Won't just keep quiet",0.09375
212,"Your proof is right in this thread, and unfortunately, they might not be small in numbers.",-0.15476190476190477
213,"There's good free food, free lodging, free medical care and free salary without working. There's really no need to apologize. Who asked this kind of stupid question?With all the perks she is giving to them at taxpayers expense, it is better than apology. In fact her pay should be cut for all the screwup and lack of foresight.",0.25
214,"I thought they did lmao

But then again that doesn’t make up for them ignoring the foreign workers all those years",0.2375
215,PSA.   Take care everybody.  Please do not get seriously sick or kena a serious asthma attack or get into an accident requiring a stay in hospital.  Look out for dengue fever clusters in your area as well as the current cases ain't low.Spread the word.,-0.34920634920634924
216,Anybody can CSI case 1712? Why so uniquely special??,0.35714285714285715
217,"Siao liao. I was expecting maybe an increase to 500-ish, but not >50% increase from \~400 to 700+ cases. 

Since most came from domitories, we can expect it to get worse over the days.",0.04999999999999999
218,"True Blue Singaporeans term is dangerous as it divides people.

Costs for UBI would be astronomical, baby steps would be necessary so minimum wage first.

Guns, home, car is too all crazy.",-0.09999999999999999
219,Why being reactive can earn vote? What's the logic behind?Sent from Xiaomi MI 8 PRO using GAGTNot being reactive earn votes.Taking drastic measures will sure lose alot of votes especially if things turn out less worse then expected later.,-0.027777777777777776
220,"Hundreds of comments on Jo Teo's FB .. all praising her, not a negative comment.. for job well done.. lol Deleted negative comments +  IB laSent from Rain Rain Go Away using GAGT",0.2166666666666667
221,"Actually Sinkies living in HDBs also another form of ""dorms"". All these pigeon holes are another casualty of economic punishment.",0.1
222,"the next few days if really 1000 cases again, the curve should be flatten already, right? at the top.",0.15714285714285714
223,"Nah.They give 3 reports. One in the dorms. One the work passes outside the dormsOne citizens and PR.Must have 3 groups so number sweeAuthority ramp 23,000 additional (more) beds. Now oni 17,101 nia nia. Expecting 40,000 to 50,000 cases by end of May 2020. ",0.25
224,errrr this is 3 months too late? errrrrr....,-0.3
225,Looking @ how MOM mismanage the dorm spread of Covid-19Need to do extensive damage controlif nt all u need is some kisiao ones start riotthats it,0.0
226,"Iirc even his education and professional background was CSI-ed.Why Zaobao published breaking news first tonight might have something to do with his work experience...My monkey has psychic ability, if you mess with him, he will fark you. HardwareZone Forums app",0.03125
227,the one in checkered how many months liao? hope they have gynae on standby!,0.625
228,"a lot of the migrant workers also can drive class 3/4/5 vehicles. If you go to the driving centers for those mock tests, especially towards the end of the day, you'll see a lot of migrant workers coming in with their supervisors to take the mock tests. so no, they aren't driving cars or motorcycles, more like vans, lorries, trucks, whatever their work requires. 

For them, being able to drive is an easy SGD100-200 more/month (not sure on the rates). Used to see a lot of migrant worker driven lorries in the LCK area.",0.23666666666666666
229,"Dream Cruises and head of international sales at Genting Cruise Lines added: ""Together with the Singapore Government at the forefront, every effort will be made to uphold the health and welfare of Singapore's foreign workers while on board the ship, which include observing the highest standards of safe distancing and preventive measures at all times.""",0.125
230,pending to admit to hospital or? saw quite a numbers on that.Hospitals no beds Akan datang. They test Liao ask to go back isolate wait for results. Results positive see which hospital got bed ask ambulance pick up,0.11363636363636363
231,"Your last sentence already mentioned - Circumstance Changed.Therefore Coronovirus is indeed something new to us even to the whole world.Our govt super yaya, don't know anything but chose to approach it as if it is EXACTLY like Sars. So complacent, so arrogant. It has to be only the PAP.",0.15328282828282827
232,"1. Batch by batch to be isolated 2. Location either stadium , expo and reservist army camp.3. Set up BCS field hospital activate smm.4. Commendo , guard and SPF to rotate guard duty.5. House them in pap MP , minister and Istana( last resort)Sent from By Baba yaga At Your Pigu Dong using GAGT",0.0
233,"I think dumbass like Donald Trump can do better. Yea hes a buffoon, liar and clown.BUT HE HAS BALLS. That what we really need now. Not a bunch of Yes man.Yes, cannot guniang guniang,must be firm like Russia Putin leh...Sent from HUAWEI TRT-L21A using GAGT",0.16666666666666666
234,"Wow... 120, this time really jiat Lat... ",0.15000000000000002
235,"Wah, 66 unlinked cases!",0.0
236,"> is still linked to the dormitories.

More likely through construction sites. The S Pass holder doesn't stay in the dorms, but is likely a foreman/supervisor at a construction site.",0.16666666666666666
237,I hope so too. Their actions are beyond my ability to understand.,0.0
238,"HeyAppreciate the work you're putting in. Wish the dashboard that MOH publishes has better slice/dice capabilities but folks such as yourself are a great help to provide this visualization. 


Just as a question, your data for 7 April shows between 50 and 100 for dorm and non dorm. Only choosing this day because it's the peak. However the covid report for 7th was

-highlights/details/33-more-cases-discharged-106-new-cases-of-covid-19-infection-confirmed

Total cases 106. 3 imported. At end of day it was 39/23 dorm/non dorm. 41 unclassified.

For a total of 106 cases on the day the visualization for both dorm and non dorm cases looks a little high.

What am I not getting?",0.1590625
239,"""Privatize the profit, socialize the costs.”

This is all too common here in the US too... Harvard Business School 101...

Hope the companies will be held accountable after all this blows over. At least the gahmen in SG are better at that than in the US.",-0.033333333333333326
240,"Having a pandemic is bad enough - resulting in shutdowns around the world, retrenchments etc.SG already need to spend huge amounts of tax dollars to buffer the economic impact from external factors.What makes it worse is having Covid-19 right at our doorsteps with SG cases rising exponentially.Should SG have controlled local Covid-19 cases well, we could have minimised the impact internally.We could have prevented from wasting SG tax dollars on these extra dorm cases..I agree, while it might not be completely Jos fault, as the leader of the ministry responsible, she has to be accountable and show responsibility for what could, in my opinion be described as a systematic failure that resulted in the outbreak among the FWs in dorms. I agree that we were honestly doing quite well in handling the outbreak prior to the explosion in the dorms, with imported cases from returning Singaporeans and residents being taken care of and achieving a high discharge rate.While I agree it is not easy especially the need to balance workers well-being with employers cost, it is squarely the responsibility of her ministry to find a balance equation. Her explanations in both the press conference and parliament is also simply inadequate and disappointing in my opinion.",-0.015137844611528813
241,"Announce the stricter measurements, but wont implement it until 4 days later. You jolly well know that the number of cases is spiking yet you still dont want to implement it immediately? Jolly well know Singaporeans will play around. Its like your parents want to cane you, but they allow you to go play games before caning you. Classic PAP blunder yet again.",0.08333333333333333
242,A letter to praise another letter....lol.,0.0
243,"After 2011 lor, prices for BTO did went down",-0.15555555555555559
244,Maybe they died before the results came positive,0.22727272727272727
245,"they don't count those with respiratory symptoms as covid cases yet, but they isolate as per COVID SOP. the tests are being done at other dorms to try and pick up the cases there.if the cases are bad enough to be hospitalised, they will be swabbed at the hospitals. after recovery, chances are they will be tested for antibody and included in the case count.""Migrant workers living in dormitories who present symptoms of COVID-19 are isolated before they are tested to prevent the virus from potentially spreading to others, said the Ministry of Healths director of medical services Dr Kenneth Mak during a media briefing on Tuesday (Apr 28)....Authorities will eventually test all of them, Assoc Prof Mak explained.There will always be a catch up (but) we will come around and make sure they are properly tested, because we want to know whether they do have (the) infection, he added.""-12684438I concur, from Assoc Prof Mak's statements, they don't count symptomatic workers yet, but they will still be tested and lab. confirmed before adding to the cases if positive. In any case, before they discharge anyone even if those who are symptomatic, but not yet lab. confirmed, I believe they have to be swab tested clear ",0.06685606060606063
246,"First world country's third world treatment of migrant workers. 

Cramped dormitories, 

housing them in void decks and unused car parks while the rest who return from overseas get shuttled to hotels, 

giving them better food only when photos of horrible food were circulated, 

scrolling through comments that only care about local unlinked cases, hashtags of SG United, stay home, but seeing little to no mention of the workers' wellbeing

It's like these people are not humans, just an unfortunate statistic

On fb you see people commenting about their fears of their fdws contracting it 

These people are human too. They came to help build our country and this is how we failed them.",-0.13068181818181818
247,Yes because this shows that the number of locally transmitted cases (i.e. people NOT living in dorms) is on a downward trend?,0.0
248,She should have prefaced this as ' unpopular opinion ' to get more attention  /s,0.5
249,She looks haggard with sunken cheek and heavy eye bags must be having sleepless nights Another one who aged is LW with deep wrinkles on his forehead no more youthful looksOnly those who helm lightweight ministry like the GF can still cruise along,-0.1375
250,"Malaysia have the land mass to spread them out.. Singapore dun have.. population density way too close to each other liao... and that is very deadly in a pandemic.... this, we're very close to the population density of what New York has, and we're heading that route now... ",-0.012159090909090911
251,this is escalating fast ... ,0.2
252,Wait for news to finish. Wait for ppl to sleep.Even for the death cases normally morning then will know the news.... so zhun all 6 cases passed on at nite... 🤭,0.15
253,"Important to note there might be insuffient test kits to do a test for everyone now so isolation first is the right thing to do.I don't understand why everyone keep coming out to do their own analyse....and you're also doing your own analysis from what you just wrote, so why can't others do theirs?",0.42714285714285716
254,"Seems that most forum members are just interested in cheering bad news - perhaps not unexpected given the number of slimey multiple account holders spamming the usual (not even well hidden) axe-grinding anti-establishment agenda.Many foreign worker dorm cases? Very unfortunate, given their close proximity. But they are locked down. The big headline numbers aren't scaring anybody. YOU (and your useless FB brethren) are the only people acting like it's the end of the world.Insinuations of vast community spread? Completely illogical to anyone with a brain to process information. Look at the trendlines for ICU cases and deaths. Are they escalating in proportion to cases? NO. What does this tell you? Did ANYONE in this stupid forum highlight trendlines for ICU cases and deaths? NO. Why?Because this forum is just another Fox News. It's a spastic collection of paid posters without ANY pretence at objectivity or intelligence.You know, after the numbers come down (and the CB works), I'll come back and have the last laugh.In the meantime, continue collecting your 50 cents per post, guys.If the circuit breaker is working, MIW won't need to extend it for another month buddy. If the MIW is so good and perfect as you said to be, there won't be a crisis at the dormitories now. Our government is always a few steps behind the virus and data don't lie. There is no insinuation of vast community spread but suspicion, it's MOH's approach to regard workers who does not live in dorms as non community cases that drew suspicion they are trying to play with numbers to make it look like community spread is low vs dormitory linked cases within the dorms and dorms to community. Then there is the withholding of information from public. the annex which already was deprived of many crucial information on specific cases was abruptly stopped on 19th april. Now no one can independently track and collate the cases anymore. You can argue MOH got interactive that shows all the cases. You got go try? moment you go in the page will freeze and hang. Then there is no cluster map to link the dormitories to other clusters too, which will show the full extend of the spread of the virus.    Just admit it MIW screwed up the covid-19 response big time and unwilling to admit it.",-0.029748877665544324
255,"Its going to be tough.. there are many dorms not named in the clusters.. this is a extremely challenging task now.. aggressive testing to all dorm workers sick or not, is the only way now",-0.020634920634920628
256,"I know, that's why I said not criticism since I can't think of anything else they can do differently  


I think for now, I see news of the migrant workers being moved to expo, cruise ship and hdb parking lots, but I doubt they have large capacity, and the majority still live very packed ones in their narrow small dorm. At this rate, in a month we would have 50k cases, 95% of which are migrant workers.",0.016774891774891765
257,Sinkie very good pay for abnn staycation and cruises,0.9099999999999999
258,"Do you wear masks when you are home? Same logic. What happens if a family member gets infected form outside and brings it home? Everyone gets it. If you can't see why wearing masks in public helps there is no point debating. Imagine dozens of medical experts advising and medical literature written and you cant see why masks help the prevention of spreading. 

Japan suppressed numbers because they wanted the Olympics to be held. They never tested before the announcement of the postponement. Guess what happened once they postponed it. Numbers shot up.",0.0
259,120 still low...relax. is not like 1000 per day...Sent from Xiaomi MI MAX 3 using GAGT,0.0
260,"Not sure I agree. I honestly worry about the opposite. If all cases were “local” and not high-density foreigners living in dorms, I’d be much more confident at successful containment.",0.3
261,Now tekong no intake.I will transport them all to there. Put into saf custody.Sent from HUAWEI LYA-L29 using GAGTto be honest this is not a bad idea...it is more comfortable than their bunks at least,0.31
262,"> # Forum: Let dormitory operators face the music themselves

> I applaud Mr Cheng Shoong Tat for his letter (Why foot the bill for dorm operators that have profited for years?, May 16).

> He is correct to question why taxpayers should foot the bill to clear up a mess the dormitory operators have profited from.

> Singapore has always taken pride in being a beacon for global free enterprise. We are frequently reminded that our prosperity is based on a system of being open to business.

> We have argued that our system works because it does not mollycoddle people amid the realities of the free market.

> Our social assistance programmes are based on ""helping people to help themselves"".

> We help people to retrain and reskill when they lose their jobs, rather than support them financially when they are not working.

> Why should a society that takes pride in not sheltering people from the realities of the free market system find it acceptable to shelter large corporations from the same?

> The reality of the free market system is that it allows you to succeed with minimal government interference, but at the same time you are on your own if you fail.

> The dormitory operators are not innovative start-ups coming up with market-disrupting products that will shape the future. They are not enterprises that hire many Singaporeans in high-paying jobs.

> They make vast profits - Centurion Corp, for example, made $103.8 million on revenue of $133 million for the 12 months ended Dec 31 last year - merely by maximising the number of people in a certain space.

> If our system allows them to earn profits in this manner, should we not also allow them to bear the cost when the system requires them to adapt their businesses to new realities?

> Tang Li

---
1.0.2 | [Source code]() | [Contribute]()",0.07893073593073593
263,"Why do you keep finding excuses for the fact that the mask issue is wrongly handled? Like I ask in my edit, at what point do you stop being an apologist and say, hey this could have been prevented.",-0.5
264,"Why are you saying that I want to protect that view? I didn’t say anything to that effect, and I certainly don’t agree with that view.",0.21428571428571427
265,High bay song. Lower bay kan guang.Really do what also wrong. LolIBs don't know what's transparency? no wonder 154th now become 158th liao,-0.16999999999999998
266,"I don't get why you would vote opp if Sitoh is as good as you said. Like if this MP is improving QOL in the area like you said, wouldn't you want him to be your MP again? I don't think voting oppositions into parliament by undermining good MPs just because of their parties is a good idea.",0.6999999999999998
267,">What's important is to know if it is orchard or ang mo kio that is heavily hit.

What people really want to know is, is it dorms (or other migrant worker accommodations) or HDBs/condos? And local/PR vs WP is one way to estimate this. But WP is still too broad; it includes expats and service workers and so forth. It's not racism or xenophobia. People just want to know what's happening with the CB. Does it look like it has to be extended? Or can we eventually relax the CB while targeting measures aimed at dorms and construction sites and workplaces using dorm workers?",0.0675
268,"Exponential growth. This is why it is so important to stop pandemics at the early stages. We had sub 100 case for months. Then suddenly it increases by the hundreds daily, now its in the thousands.

Also sad for the workers, they have no way to quarantine themselves effectively. The dormitories are almost like BMT bunks, basic bed and maximised for capacity. That's why BMT was suspended and the recruits asked to stay at home. But the workers have no home to return to.",0.08571428571428572
269,"no source want to POFMA ah guigot source say wait for better sourceWei qiang, y u release insider info to zaobao? U want them to notice chiu?",0.5
270,Give them free wifi. Thank me ltrYa give them free WiFi,0.4
271,"COVID-19: Malaysia records lowest number of new cases in 2 weeksQuote:KUALA LUMPUR: Malaysia on Thursday (Apr 9) reported 109 new COVID-19 cases, its lowest in about two weeks, bringing the total tally to 4,228.",0.0909090909090909
272,"Hindsight my ass lol. It was brewing in the open for such a long period of time and it will be a huge oversight if MoM didn't identify it as a enormous labour and health risk.

They took their chances and lost. IMO (No POFMA) this will be our diamond princess moment.",0.19166666666666668
273,"My biggest worry is that there is another riot. 

Seeing how there is possibility that more of them are infected, it is likely that there may be a point that a significant number of death are migrant workers. 

What if they feel that they are getting a lower tier of care from our government?

 What if they get frustrated at seeing their companions dying? 


Wonder if government is ready to manage this potential riot with a potential infected pool",0.05357142857142858
274,Pap is a tribes isn't it so ?,0.0
275,"Cheapest solution to keep 20k men happy is to setup _____ ""donation"" booth",0.8
276,"I AGREE with Shan. It has nothing to do with race. It is the result of INCOMPETENT government. I Guess the Zaobao writer is an IB who tried to deflect the responsibility from the government to the foreign worker. Too bad that it ended up as an own goal 🥅 for him/her.  If that's true then he's really stupid. IB should know that PAP's order of blame is always sinkies first, foreigner and govt last.",-0.09687499999999999
277,Could be virus attack other parts like brain or heart.. Dun think it attack lung only.. Or could be a mutated version that attack fast.,0.025000000000000005
278,Akan datang  explode new more cases if they got meetup with maids gfPosted from PCWX using SM-G973F,0.3181818181818182
279,">Singapore government trading workers like they’re commodity, using financial incentives.

O.0

I not sure how you misread this. This is actually a good thing for the workers. This is permitting workers to change job. The restriction precovid is to prevent workers coming in and find another job. Now there is a need to redistribute the workers locally as some industry has an excess and some has a shortage. 

Now, if you wan to jus be anti government, the right argument will be gahmen allow these work permit worker to steal Sinkie job.",0.08928571428571426
280,should house them at S. Gedong.can help to do vehicles servicing and dig mud sump.,0.0
281,Will Bangla spread to maid and spread to families anot.Will bangla be open abt their relationshipsexpecting that to happen sooner or later. not a big number but will see domestic workers showing up in the list connected to the existing cases and will be spread over the island.,0.0
282,[Breaking]: 10th death reported.Source :,0.0
283,Expanding fast lor. They can bump up gdp by mass importing. Now also can fatten wuhaned curve by getting more infected.Dishonourable Son is the most Sia Suay Arsehole in Singapore HardwareZone Forums app,0.39999999999999997
284,If tested positive how? Use Singapore money to treat them ah,0.22727272727272727
285,genting of course happy lahthe entire world no one dares to go cruiseswonder how much govt is paying........... probably at least 1k+ for the 14 day quarantineanyway i dont know what is the govt's escape plando you think they have an escape plan?or are they just groping in the dark?,0.10999999999999999
286,Walau totally unexpected,0.1
287,Ur a fucking piece of shit man,-0.4
288,Their dorm conditions should be benchmarked to at least SAF bunk conditions,-0.3
289,"Health packs? I don’t know what they are called, like with hand sanitisers and mask, tooth brush etc.

I can tell you why you can’t say,

“gov actions in the past few weeks somehow justifies how we have been exploiting foreign laborers for decades”

in current context. 

You are subtly saying that our government should have predicted that a infectious and aggressive virus like this would appear, like they should know what to do. 

If you message me privately I can explain why you are wrong for blaming our Government.",-0.20119047619047617
290,"The number of cases we are seeing is limited by our lab testing capacity of 3,000 a day.  Hopefully, this can be scaled up to identify confirmed cases faster.  South Korea which had a similar size of outbreak was able to test 20,000 a day.",0.20714285714285716
291,"Already 12 years, half- transparent the data or the news . . .  now then they panic because of GE coming, lah.Even with 2G helping, their out-dated mindset can undo the mistakes 10 years ago?   Anyway, 10 years ago, how many people know about the flaws of  Employment Pass and CECA?",0.16666666666666669
292,"In simpler words:

Yes they are testing more (in total),

but they are also spreading out the testing to more different places (not all in the same place).",0.2
293,"*SINGAPORE DAILY VIRUS CASES GO ABOVE 1,000 FOR A FOURTH DAYNot far from 15,000",0.025
294,"Yesterday's [annex C](-releases/annex-c---summary-of-singaporeans-or-singapore-permanent-residents-cases-(4-may-2020)-(1).pdf) shows that of the 5 SC/PR cases reported,  3 appear linked to healthcare facilities, 1 may work at a dorm, 1 is a household contact of a previous case. 

The [annex C](-c-(3-may)2198e1504b2941adab7b12e779ee21fb.pdf) fom the day before shows that of the 10 SC/PR cases reported, 2 worked at dorms, 1 was a Northpoint City cleaner, 1 an IMH patient, 3 household contacts of previous cases, 3 unknown. 

These are the first 2 days of these SC/PR annexes. It's a new source of information. Unfortunately, what we're seeing is that the great number of foreign worker cases are causing infections in the people supporting them (healthcare workers/volunteers and dorm staff).",0.04200336700336701
295,Becoming more and more like Wuhan already..-moh-12477696Gan bo yong and this guy shld resign,0.48333333333333334
296,How come test a tiny subset nia.,0.0
297,Ccb why not aggressive testing sg citizens? ,0.0
